measure,location,sex,cause,rei,val
DALYs,Southern Sub-Saharan Africa,Female,HIV/AIDS,Unsafe sex,4117276
DALYs,Southeast Asia,Both,Cardiovascular diseases,Air pollution,4120669
DALYs,North Africa and Middle East,Both,Diabetes and kidney diseases,High body-mass index,4124446
DALYs,Central Sub-Saharan Africa,Both,Enteric infections,"Unsafe water, sanitation, and handwashing",4140049
DALYs,Southeast Asia,Both,Diabetes and kidney diseases,Impaired kidney function,4140493
DALYs,North Africa and Middle East,Both,Cardiovascular diseases,Air pollution,4156092
DALYs,East Asia,Male,Cancer,Alcohol use,4158111
DALYs,Southern Sub-Saharan Africa,Male,HIV/AIDS,Unsafe sex,4165484
DALYs,World Bank Upper Middle Income,Both,Transport injuries,Occupational risks,4170939
DALYs,Global,Female,Substance use disorders,Alcohol use,4174216
DALYs,Western Sub-Saharan Africa,Both,Cardiovascular diseases,Dietary risks,4176184
Deaths,World Bank Upper Middle Income,Both,Cardiovascular diseases,High systolic blood pressure,4182407
Deaths,World Bank Upper Middle Income,Both,Cardiovascular diseases,Dietary risks,4200889
DALYs,Eastern Europe,Female,Cardiovascular diseases,High LDL cholesterol,4202655
DALYs,Global,Both,Respiratory infections and tuberculosis,High fasting plasma glucose,4214219
DALYs,Central Asia,Both,Cardiovascular diseases,Dietary risks,4220562
DALYs,South Asia,Male,Respiratory infections and tuberculosis,Tobacco,4221618
Deaths,Global,Female,Cardiovascular diseases,Dietary risks,4222915
DALYs,Global,Both,Neurological disorders,Tobacco,4229378
DALYs,World Bank Upper Middle Income,Both,Diabetes and kidney diseases,Tobacco,4245200
DALYs,World Bank High Income,Female,Cardiovascular diseases,High fasting plasma glucose,4245748
DALYs,South Asia,Both,Diabetes and kidney diseases,High systolic blood pressure,4263778
DALYs,East Asia,Both,Cardiovascular diseases,Low physical activity,4272818
DALYs,Eastern Europe,Male,Cardiovascular diseases,High body-mass index,4281637
DALYs,Eastern Sub-Saharan Africa,Male,Respiratory infections and tuberculosis,Child and maternal malnutrition,4287415
DALYs,Western Europe,Male,Cancer,Tobacco,4287940
DALYs,South Asia,Male,Cardiovascular diseases,Other environmental risks,4291542
Deaths,Global,Both,Cardiovascular diseases,High LDL cholesterol,4316896
DALYs,World Bank Upper Middle Income,Both,Respiratory infections and tuberculosis,Tobacco,4326515
DALYs,World Bank Lower Middle Income,Male,Transport injuries,Occupational risks,4327497
DALYs,High-income North America,Male,Cardiovascular diseases,High systolic blood pressure,4328804
DALYs,World Bank Lower Middle Income,Male,Substance use disorders,Alcohol use,4341035
DALYs,High-income North America,Both,Cardiovascular diseases,High LDL cholesterol,4344666
DALYs,Global,Both,Interpersonal violence,Alcohol use,4354269
DALYs,Global,Both,Mental disorders,Childhood maltreatment,4369988
DALYs,World Bank Lower Middle Income,Both,Other infectious diseases,Child and maternal malnutrition,4396206
DALYs,World Bank High Income,Both,Cancer,Alcohol use,4402311
DALYs,World Bank Low Income,Female,Cardiovascular diseases,Dietary risks,4403597
DALYs,South Asia,Female,Diabetes and kidney diseases,Impaired kidney function,4406427
DALYs,South Asia,Male,Cancer,Tobacco,4442628
DALYs,North Africa and Middle East,Both,Substance use disorders,Drug use,4453144
DALYs,North Africa and Middle East,Male,Cardiovascular diseases,Tobacco,4471045
DALYs,World Bank Lower Middle Income,Both,Cancer,Alcohol use,4476506
DALYs,Eastern Sub-Saharan Africa,Both,Cardiovascular diseases,High systolic blood pressure,4504663
DALYs,World Bank High Income,Male,Diabetes and kidney diseases,High body-mass index,4513644
DALYs,South Asia,Both,Cardiovascular diseases,Low physical activity,4514319
DALYs,Global,Female,Unintentional injuries,Low bone mineral density,4525663
DALYs,High-income North America,Both,Cancer,Tobacco,4536813
DALYs,Southeast Asia,Both,Diabetes and kidney diseases,High body-mass index,4548382
DALYs,East Asia,Both,Cancer,Alcohol use,4564147
DALYs,East Asia,Both,Chronic respiratory diseases,Occupational risks,4565416
DALYs,World Bank Upper Middle Income,Female,Cardiovascular diseases,Impaired kidney function,4570153
DALYs,East Asia,Female,Cardiovascular diseases,Air pollution,4575554
DALYs,East Asia,Female,Cardiovascular diseases,High fasting plasma glucose,4591609
DALYs,Global,Male,Unintentional injuries,Alcohol use,4605747
DALYs,Global,Male,Digestive diseases,Drug use,4613637
DALYs,Western Europe,Both,Cardiovascular diseases,High LDL cholesterol,4616358
DALYs,World Bank Upper Middle Income,Female,Chronic respiratory diseases,Air pollution,4620006
DALYs,World Bank High Income,Female,Cancer,Tobacco,4625961
Deaths,Global,Female,Cardiovascular diseases,High systolic blood pressure,4662404
DALYs,World Bank Lower Middle Income,Both,Transport injuries,Occupational risks,4668659
DALYs,World Bank Lower Middle Income,Male,Cardiovascular diseases,Low physical activity,4679292
DALYs,Western Europe,Male,Cardiovascular diseases,Dietary risks,4693563
DALYs,World Bank Upper Middle Income,Both,Cancer,Air pollution,4695362
DALYs,World Bank Lower Middle Income,Male,Chronic respiratory diseases,Occupational risks,4708655
DALYs,World Bank Lower Middle Income,Male,Substance use disorders,Drug use,4710370
DALYs,Tropical Latin America,Both,Cardiovascular diseases,High systolic blood pressure,4719380
DALYs,World Bank Upper Middle Income,Male,Cardiovascular diseases,Low physical activity,4719730
DALYs,East Asia,Male,Cardiovascular diseases,Other environmental risks,4729265
DALYs,Global,Female,Chronic respiratory diseases,Occupational risks,4732255
DALYs,East Asia,Male,Chronic respiratory diseases,Air pollution,4745986
DALYs,East Asia,Both,Cardiovascular diseases,Impaired kidney function,4758807
DALYs,Eastern Sub-Saharan Africa,Male,Enteric infections,Child and maternal malnutrition,4770412
DALYs,Southeast Asia,Male,Cardiovascular diseases,High LDL cholesterol,4787973
DALYs,World Bank Upper Middle Income,Female,HIV/AIDS,Unsafe sex,4798558
DALYs,South Asia,Both,Chronic respiratory diseases,Occupational risks,4804230
DALYs,World Bank Lower Middle Income,Female,Diabetes and kidney diseases,Dietary risks,4808279
DALYs,World Bank Low Income,Female,Cardiovascular diseases,High systolic blood pressure,4811124
DALYs,World Bank Upper Middle Income,Both,Musculoskeletal disorders,Occupational risks,4836428
DALYs,Western Sub-Saharan Africa,Both,Cardiovascular diseases,High systolic blood pressure,4837154
DALYs,World Bank Upper Middle Income,Female,Diabetes and kidney diseases,Dietary risks,4847946
DALYs,Global,Female,Cancer,High body-mass index,4886803
DALYs,Southeast Asia,Male,Cardiovascular diseases,High fasting plasma glucose,4911535
DALYs,Global,Female,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",4927594
DALYs,Southeast Asia,Male,Neonatal disorders,Child and maternal malnutrition,4948209
DALYs,Western Europe,Both,Diabetes and kidney diseases,High fasting plasma glucose,4967201
DALYs,North Africa and Middle East,Female,Neonatal disorders,Child and maternal malnutrition,4985853
DALYs,World Bank Upper Middle Income,Male,Cardiovascular diseases,Impaired kidney function,4991014
DALYs,Western Sub-Saharan Africa,Male,HIV/AIDS,Unsafe sex,5012784
DALYs,World Bank High Income,Both,Diabetes and kidney diseases,Dietary risks,5015193
DALYs,South Asia,Male,Respiratory infections and tuberculosis,Alcohol use,5021015
DALYs,World Bank Lower Middle Income,Female,Cardiovascular diseases,Impaired kidney function,5031255
DALYs,North Africa and Middle East,Male,Cardiovascular diseases,High body-mass index,5035359
Deaths,Global,Male,Cardiovascular diseases,High systolic blood pressure,5046726
DALYs,High-income North America,Male,Cardiovascular diseases,Dietary risks,5052711
DALYs,South Asia,Male,Diabetes and kidney diseases,Impaired kidney function,5053045
DALYs,World Bank High Income,Female,Cardiovascular diseases,High LDL cholesterol,5074819
DALYs,World Bank Low Income,Male,HIV/AIDS,Unsafe sex,5081364
DALYs,Eastern Sub-Saharan Africa,Male,HIV/AIDS,Unsafe sex,5083716
DALYs,Global,Male,Cancer,Occupational risks,5093389
DALYs,World Bank High Income,Both,Diabetes and kidney diseases,Impaired kidney function,5112357
DALYs,World Bank High Income,Female,Cardiovascular diseases,High body-mass index,5123844
DALYs,Global,Female,Respiratory infections and tuberculosis,Tobacco,5138045
DALYs,Eastern Sub-Saharan Africa,Female,Enteric infections,"Unsafe water, sanitation, and handwashing",5147944
DALYs,World Bank Lower Middle Income,Male,Diabetes and kidney diseases,Dietary risks,5152993
DALYs,World Bank Lower Middle Income,Both,Digestive diseases,Alcohol use,5153175
DALYs,Western Sub-Saharan Africa,Male,Nutritional deficiencies,Child and maternal malnutrition,5163385
DALYs,South Asia,Both,Diabetes and kidney diseases,Dietary risks,5210947
DALYs,World Bank Low Income,Male,Cardiovascular diseases,High systolic blood pressure,5229583
DALYs,World Bank Upper Middle Income,Both,Cancer,High body-mass index,5233099
DALYs,East Asia,Both,Diabetes and kidney diseases,Impaired kidney function,5253826
DALYs,Western Sub-Saharan Africa,Female,Nutritional deficiencies,Child and maternal malnutrition,5259055
DALYs,World Bank Low Income,Male,Cardiovascular diseases,Dietary risks,5259949
DALYs,South Asia,Male,Enteric infections,Child and maternal malnutrition,5264107
Deaths,Global,Male,Cardiovascular diseases,Dietary risks,5274425
DALYs,Central Europe,Both,Cardiovascular diseases,Dietary risks,5354840
DALYs,Eastern Sub-Saharan Africa,Female,HIV/AIDS,Unsafe sex,5375415
DALYs,South Asia,Both,Respiratory infections and tuberculosis,Alcohol use,5378570
DALYs,Western Sub-Saharan Africa,Female,Respiratory infections and tuberculosis,Air pollution,5388216
DALYs,Global,Male,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",5401345
DALYs,World Bank Upper Middle Income,Both,Nutritional deficiencies,Child and maternal malnutrition,5416403
DALYs,Western Europe,Male,Cardiovascular diseases,High systolic blood pressure,5427797
DALYs,Global,Male,Cancer,Air pollution,5436061
DALYs,World Bank Low Income,Both,Diabetes and kidney diseases,High fasting plasma glucose,5476735
DALYs,World Bank Lower Middle Income,Female,Cardiovascular diseases,Tobacco,5480869
DALYs,World Bank Upper Middle Income,Both,Chronic respiratory diseases,Occupational risks,5482811
DALYs,World Bank High Income,Male,Substance use disorders,Drug use,5487050
DALYs,Eastern Europe,Male,Cardiovascular diseases,High LDL cholesterol,5506125
DALYs,World Bank Upper Middle Income,Female,Diabetes and kidney diseases,Impaired kidney function,5542388
DALYs,Eastern Europe,Both,Cardiovascular diseases,High fasting plasma glucose,5542749
DALYs,High-income North America,Both,Cardiovascular diseases,High body-mass index,5548799
DALYs,North Africa and Middle East,Both,Cardiovascular diseases,Tobacco,5551167
DALYs,World Bank Upper Middle Income,Male,Chronic respiratory diseases,Air pollution,5568483
DALYs,Central Latin America,Both,Diabetes and kidney diseases,High fasting plasma glucose,5581249
DALYs,South Asia,Both,Cancer,Tobacco,5587190
DALYs,World Bank Upper Middle Income,Both,Diabetes and kidney diseases,Air pollution,5610956
DALYs,North Africa and Middle East,Female,Cardiovascular diseases,Dietary risks,5611293
DALYs,World Bank Low Income,Female,HIV/AIDS,Unsafe sex,5635059
DALYs,High-income North America,Both,Diabetes and kidney diseases,High fasting plasma glucose,5638360
DALYs,East Asia,Both,Diabetes and kidney diseases,High body-mass index,5643792
DALYs,South Asia,Female,Cardiovascular diseases,High fasting plasma glucose,5669560
DALYs,World Bank Lower Middle Income,Both,Substance use disorders,Alcohol use,5670948
DALYs,Global,Both,Unintentional injuries,Alcohol use,5694959
DALYs,East Asia,Both,Diabetes and kidney diseases,Dietary risks,5701053
DALYs,Western Sub-Saharan Africa,Female,HIV/AIDS,Unsafe sex,5735304
DALYs,North Africa and Middle East,Male,Cardiovascular diseases,High LDL cholesterol,5743266
DALYs,High-income North America,Both,Substance use disorders,Drug use,5797222
DALYs,World Bank Upper Middle Income,Male,Diabetes and kidney diseases,Dietary risks,5799095
DALYs,World Bank Upper Middle Income,Male,Cardiovascular diseases,Other environmental risks,5812542
DALYs,East Asia,Both,Substance use disorders,Drug use,5855283
DALYs,World Bank Upper Middle Income,Male,Substance use disorders,Alcohol use,5857933
DALYs,World Bank Upper Middle Income,Male,Cancer,Alcohol use,5890880
DALYs,Global,Both,Digestive diseases,Drug use,5918831
DALYs,South Asia,Both,Respiratory infections and tuberculosis,Tobacco,5948383
DALYs,Global,Both,Sense organ diseases,Occupational risks,5975608
DALYs,South Asia,Both,Cardiovascular diseases,Impaired kidney function,5995688
DALYs,Global,Male,Cancer,High body-mass index,6012524
DALYs,Southeast Asia,Male,Diabetes and kidney diseases,High fasting plasma glucose,6061004
DALYs,South Asia,Female,Cardiovascular diseases,Air pollution,6082838
DALYs,Global,Male,Transport injuries,Alcohol use,6090919
DALYs,World Bank Lower Middle Income,Male,Cardiovascular diseases,Alcohol use,6098240
DALYs,World Bank High Income,Both,Chronic respiratory diseases,Tobacco,6108766
DALYs,World Bank Upper Middle Income,Both,Diabetes and kidney diseases,High systolic blood pressure,6118178
DALYs,World Bank Lower Middle Income,Both,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",6127419
DALYs,World Bank Lower Middle Income,Male,Cardiovascular diseases,Impaired kidney function,6132440
DALYs,World Bank Upper Middle Income,Male,Diabetes and kidney diseases,Impaired kidney function,6159501
DALYs,Western Europe,Both,Cancer,Tobacco,6169827
DALYs,World Bank Lower Middle Income,Male,Cardiovascular diseases,Other environmental risks,6178613
DALYs,East Asia,Female,Diabetes and kidney diseases,High fasting plasma glucose,6179590
DALYs,North Africa and Middle East,Female,Cardiovascular diseases,High systolic blood pressure,6206148
DALYs,South Asia,Female,Enteric infections,Child and maternal malnutrition,6213874
DALYs,Eastern Europe,Male,Cardiovascular diseases,Tobacco,6216915
DALYs,South Asia,Female,Chronic respiratory diseases,Air pollution,6227987
DALYs,Southeast Asia,Female,Diabetes and kidney diseases,High fasting plasma glucose,6263170
DALYs,World Bank Lower Middle Income,Both,Musculoskeletal disorders,Occupational risks,6281771
DALYs,World Bank Low Income,Male,Nutritional deficiencies,Child and maternal malnutrition,6286226
DALYs,Western Sub-Saharan Africa,Male,Respiratory infections and tuberculosis,Air pollution,6288425
DALYs,World Bank Low Income,Female,Respiratory infections and tuberculosis,Air pollution,6319407
DALYs,Central Europe,Both,Cardiovascular diseases,High systolic blood pressure,6377566
DALYs,Global,Male,Diabetes and kidney diseases,Tobacco,6391783
DALYs,World Bank Upper Middle Income,Male,HIV/AIDS,Unsafe sex,6400243
DALYs,Central Sub-Saharan Africa,Both,Neonatal disorders,Child and maternal malnutrition,6402329
DALYs,Global,Both,Cancer,Occupational risks,6422820
DALYs,World Bank Lower Middle Income,Both,Chronic respiratory diseases,Occupational risks,6424060
DALYs,Eastern Sub-Saharan Africa,Both,Respiratory infections and tuberculosis,Air pollution,6462375
DALYs,World Bank Lower Middle Income,Both,Diabetes and kidney diseases,Air pollution,6469742
DALYs,World Bank Low Income,Female,Enteric infections,Child and maternal malnutrition,6473449
DALYs,Southeast Asia,Male,Cardiovascular diseases,Tobacco,6476366
DALYs,South Asia,Female,Cardiovascular diseases,High body-mass index,6512352
DALYs,North Africa and Middle East,Both,Cardiovascular diseases,High fasting plasma glucose,6521454
DALYs,North Africa and Middle East,Male,Neonatal disorders,Child and maternal malnutrition,6529783
DALYs,World Bank High Income,Male,Cardiovascular diseases,High fasting plasma glucose,6530213
DALYs,Global,Both,Transport injuries,Alcohol use,6611371
DALYs,World Bank Upper Middle Income,Female,Cardiovascular diseases,Air pollution,6621810
DALYs,World Bank High Income,Male,Cardiovascular diseases,Tobacco,6649157
DALYs,North Africa and Middle East,Both,Diabetes and kidney diseases,High fasting plasma glucose,6649765
DALYs,Eastern Europe,Female,Cardiovascular diseases,Dietary risks,6669306
DALYs,World Bank Lower Middle Income,Male,Diabetes and kidney diseases,High body-mass index,6683212
DALYs,East Asia,Male,Cancer,Dietary risks,6687575
DALYs,East Asia,Both,Neonatal disorders,Child and maternal malnutrition,6702372
DALYs,World Bank Lower Middle Income,Both,Cardiovascular diseases,Alcohol use,6720083
DALYs,South Asia,Both,Cardiovascular diseases,Other environmental risks,6726455
DALYs,East Asia,Male,Cardiovascular diseases,High fasting plasma glucose,6736014
DALYs,Global,Male,Self-harm,Alcohol use,6737124
DALYs,South Asia,Male,Chronic respiratory diseases,Air pollution,6751033
DALYs,South Asia,Male,Respiratory infections and tuberculosis,Air pollution,6756531
DALYs,Global,Female,Cancer,Dietary risks,6825092
DALYs,Global,Both,Musculoskeletal disorders,High body-mass index,6826818
DALYs,Southeast Asia,Both,Cardiovascular diseases,High body-mass index,6827769
DALYs,World Bank Lower Middle Income,Both,Substance use disorders,Drug use,6848238
DALYs,East Asia,Female,Cardiovascular diseases,High body-mass index,6864280
DALYs,East Asia,Both,Cardiovascular diseases,Other environmental risks,6904926
DALYs,World Bank Low Income,Male,Respiratory infections and tuberculosis,Air pollution,6947641
DALYs,Global,Female,Musculoskeletal disorders,Occupational risks,6949084
DALYs,World Bank High Income,Female,Diabetes and kidney diseases,High fasting plasma glucose,6961920
DALYs,South Asia,Both,Diabetes and kidney diseases,High body-mass index,6968379
DALYs,Global,Female,Cardiovascular diseases,Other environmental risks,6972891
DALYs,Eastern Sub-Saharan Africa,Male,Enteric infections,"Unsafe water, sanitation, and handwashing",7002985
DALYs,World Bank Upper Middle Income,Both,Cancer,Alcohol use,7045004
DALYs,Global,Both,Cancer,High fasting plasma glucose,7148945
DALYs,Western Sub-Saharan Africa,Female,Enteric infections,Child and maternal malnutrition,7160526
DALYs,Southeast Asia,Female,Cardiovascular diseases,Dietary risks,7223846
DALYs,Global,Both,Unintentional injuries,Low bone mineral density,7230746
DALYs,Global,Male,Musculoskeletal disorders,Tobacco,7234722
DALYs,World Bank Low Income,Female,Nutritional deficiencies,Child and maternal malnutrition,7297138
DALYs,World Bank Lower Middle Income,Both,Diabetes and kidney diseases,High systolic blood pressure,7326631
DALYs,South Asia,Male,Nutritional deficiencies,Child and maternal malnutrition,7327198
DALYs,Global,Female,Diabetes and kidney diseases,Air pollution,7359899
DALYs,East Asia,Male,Diabetes and kidney diseases,High fasting plasma glucose,7378174
DALYs,World Bank Lower Middle Income,Female,Chronic respiratory diseases,Air pollution,7393726
DALYs,Global,Both,Self-harm,Alcohol use,7411453
DALYs,Eastern Sub-Saharan Africa,Both,Nutritional deficiencies,Child and maternal malnutrition,7473263
DALYs,World Bank Upper Middle Income,Both,Substance use disorders,Alcohol use,7499541
DALYs,World Bank Upper Middle Income,Female,Cardiovascular diseases,Tobacco,7507948
DALYs,East Asia,Male,Cardiovascular diseases,Air pollution,7524066
DALYs,Global,Both,Other infectious diseases,Child and maternal malnutrition,7529942
DALYs,World Bank Upper Middle Income,Male,Substance use disorders,Drug use,7550685
DALYs,East Asia,Female,Cardiovascular diseases,High LDL cholesterol,7552145
DALYs,World Bank Lower Middle Income,Female,Diabetes and kidney diseases,Impaired kidney function,7555918
DALYs,Eastern Europe,Female,Cardiovascular diseases,High systolic blood pressure,7564470
DALYs,High-income North America,Both,Cardiovascular diseases,High systolic blood pressure,7604287
DALYs,Southeast Asia,Both,Cardiovascular diseases,High LDL cholesterol,7628248
DALYs,South Asia,Female,Respiratory infections and tuberculosis,Air pollution,7659652
DALYs,Western Europe,Both,Cardiovascular diseases,Dietary risks,7684282
DALYs,World Bank High Income,Male,Cardiovascular diseases,High body-mass index,7731463
DALYs,Eastern Europe,Both,Cardiovascular diseases,Tobacco,7756625
DALYs,World Bank Lower Middle Income,Female,Diabetes and kidney diseases,High body-mass index,7761638
DALYs,South Asia,Male,Chronic respiratory diseases,Tobacco,7788143
DALYs,South Asia,Male,Cardiovascular diseases,High body-mass index,7807398
DALYs,World Bank Lower Middle Income,Male,Respiratory infections and tuberculosis,Alcohol use,7809717
DALYs,World Bank Lower Middle Income,Male,Respiratory infections and tuberculosis,Tobacco,7818536
DALYs,World Bank Upper Middle Income,Male,Diabetes and kidney diseases,High body-mass index,7840917
DALYs,Global,Both,Cancer,Air pollution,7848185
DALYs,Global,Male,Diabetes and kidney diseases,Air pollution,7873141
DALYs,World Bank Upper Middle Income,Male,Cancer,Dietary risks,7890613
DALYs,Eastern Sub-Saharan Africa,Both,Enteric infections,Child and maternal malnutrition,7906454
DALYs,Southeast Asia,Female,Cardiovascular diseases,High systolic blood pressure,7917498
DALYs,Eastern Europe,Both,Cardiovascular diseases,High body-mass index,7918601
DALYs,Southeast Asia,Both,Cardiovascular diseases,Tobacco,7929776
DALYs,Global,Female,Cancer,Unsafe sex,8061667
DALYs,Global,Both,Cancer,Unsafe sex,8061667
DALYs,World Bank Lower Middle Income,Both,Cardiovascular diseases,Low physical activity,8063818
DALYs,Eastern Sub-Saharan Africa,Both,Respiratory infections and tuberculosis,Child and maternal malnutrition,8110293
DALYs,Global,Male,Unintentional injuries,Occupational risks,8111193
DALYs,World Bank Upper Middle Income,Female,Diabetes and kidney diseases,High body-mass index,8147755
DALYs,Global,Female,Diabetes and kidney diseases,High systolic blood pressure,8151335
DALYs,Eastern Sub-Saharan Africa,Female,Neonatal disorders,Child and maternal malnutrition,8159064
DALYs,East Asia,Male,Chronic respiratory diseases,Tobacco,8175388
DALYs,World Bank High Income,Male,Cardiovascular diseases,High LDL cholesterol,8190291
DALYs,World Bank Lower Middle Income,Male,Chronic respiratory diseases,Air pollution,8211277
DALYs,Southern Sub-Saharan Africa,Both,HIV/AIDS,Unsafe sex,8282760
DALYs,Southeast Asia,Both,Cardiovascular diseases,High fasting plasma glucose,8297438
DALYs,High-income North America,Both,Cardiovascular diseases,Dietary risks,8324421
DALYs,World Bank High Income,Male,Diabetes and kidney diseases,High fasting plasma glucose,8344912
DALYs,World Bank High Income,Both,Diabetes and kidney diseases,High body-mass index,8378538
DALYs,World Bank Low Income,Female,Respiratory infections and tuberculosis,Child and maternal malnutrition,8386851
DALYs,World Bank High Income,Both,Substance use disorders,Drug use,8436009
DALYs,Western Sub-Saharan Africa,Female,Respiratory infections and tuberculosis,Child and maternal malnutrition,8447658
DALYs,World Bank Upper Middle Income,Female,Neonatal disorders,Child and maternal malnutrition,8454829
DALYs,World Bank Lower Middle Income,Male,Cancer,Tobacco,8481656
DALYs,Southeast Asia,Both,Neonatal disorders,Child and maternal malnutrition,8486960
DALYs,World Bank Upper Middle Income,Both,Cardiovascular diseases,Low physical activity,8489305
DALYs,East Asia,Both,Cardiovascular diseases,Alcohol use,8524170
DALYs,North Africa and Middle East,Male,Cardiovascular diseases,High systolic blood pressure,8560675
DALYs,Western Sub-Saharan Africa,Male,Enteric infections,Child and maternal malnutrition,8578244
DALYs,World Bank Lower Middle Income,Male,Diabetes and kidney diseases,Impaired kidney function,8585529
DALYs,World Bank Upper Middle Income,Both,Cardiovascular diseases,Other environmental risks,8586818
DALYs,Global,Female,Substance use disorders,Drug use,8591377
DALYs,East Asia,Male,Cardiovascular diseases,Alcohol use,8689220
DALYs,South Asia,Male,Cardiovascular diseases,High fasting plasma glucose,8693894
DALYs,World Bank Lower Middle Income,Both,Respiratory infections and tuberculosis,Alcohol use,8721862
DALYs,World Bank Lower Middle Income,Male,HIV/AIDS,Unsafe sex,8771887
DALYs,North Africa and Middle East,Male,Cardiovascular diseases,Dietary risks,8799863
DALYs,East Asia,Both,Chronic respiratory diseases,Air pollution,8809351
DALYs,Global,Male,Digestive diseases,Alcohol use,8822915
DALYs,South Asia,Female,Cardiovascular diseases,High LDL cholesterol,8857952
DALYs,World Bank Upper Middle Income,Male,Neonatal disorders,Child and maternal malnutrition,8973799
DALYs,Global,Male,Musculoskeletal disorders,Occupational risks,8989064
DALYs,North Africa and Middle East,Both,Cardiovascular diseases,High body-mass index,9016368
DALYs,Western Sub-Saharan Africa,Female,Enteric infections,"Unsafe water, sanitation, and handwashing",9024317
DALYs,Eastern Europe,Male,Cardiovascular diseases,High systolic blood pressure,9028854
DALYs,World Bank Lower Middle Income,Female,HIV/AIDS,Unsafe sex,9040767
DALYs,World Bank Low Income,Male,Enteric infections,Child and maternal malnutrition,9058430
DALYs,Global,Female,Cardiovascular diseases,Low physical activity,9102303
DALYs,Eastern Europe,Male,Cardiovascular diseases,Dietary risks,9144559
DALYs,World Bank Low Income,Male,Respiratory infections and tuberculosis,Child and maternal malnutrition,9221726
DALYs,North Africa and Middle East,Both,Cardiovascular diseases,High LDL cholesterol,9252407
DALYs,South Asia,Female,Diabetes and kidney diseases,High fasting plasma glucose,9272146
DALYs,Global,Male,Diabetes and kidney diseases,High systolic blood pressure,9329031
DALYs,World Bank High Income,Female,Cardiovascular diseases,Dietary risks,9331713
DALYs,South Asia,Male,Respiratory infections and tuberculosis,Child and maternal malnutrition,9358650
DALYs,World Bank Upper Middle Income,Female,Cardiovascular diseases,High fasting plasma glucose,9404486
DALYs,South Asia,Both,Diabetes and kidney diseases,Impaired kidney function,9459472
DALYs,South Asia,Male,Cardiovascular diseases,Air pollution,9487139
DALYs,World Bank Lower Middle Income,Both,Cardiovascular diseases,Other environmental risks,9493215
Deaths,Global,Both,Cardiovascular diseases,Dietary risks,9497340
DALYs,Western Europe,Both,Cardiovascular diseases,High systolic blood pressure,9499955
DALYs,World Bank Lower Middle Income,Female,Cardiovascular diseases,Air pollution,9530478
DALYs,East Asia,Both,Cancer,Dietary risks,9530734
DALYs,World Bank Low Income,Female,Enteric infections,"Unsafe water, sanitation, and handwashing",9547555
DALYs,World Bank High Income,Both,Cardiovascular diseases,Tobacco,9560137
DALYs,World Bank Upper Middle Income,Both,Cardiovascular diseases,Impaired kidney function,9561167
DALYs,Global,Male,Chronic respiratory diseases,Occupational risks,9569194
DALYs,Global,Female,Chronic respiratory diseases,Tobacco,9635648
DALYs,World Bank Low Income,Both,Cardiovascular diseases,Dietary risks,9663547
DALYs,East Asia,Male,Cardiovascular diseases,High body-mass index,9699863
DALYs,Global,Male,Transport injuries,Occupational risks,9706953
DALYs,Eastern Europe,Both,Cardiovascular diseases,High LDL cholesterol,9708780
Deaths,Global,Both,Cardiovascular diseases,High systolic blood pressure,9709130
DALYs,Global,Both,Unintentional injuries,Occupational risks,9831999
DALYs,World Bank Lower Middle Income,Both,Diabetes and kidney diseases,Dietary risks,9961273
DALYs,Western Sub-Saharan Africa,Male,Respiratory infections and tuberculosis,Child and maternal malnutrition,9963135
DALYs,World Bank Low Income,Both,Cardiovascular diseases,High systolic blood pressure,10040708
DALYs,South Asia,Both,Chronic respiratory diseases,Tobacco,10142035
DALYs,World Bank Upper Middle Income,Both,Chronic respiratory diseases,Air pollution,10188490
DALYs,South Asia,Male,Diabetes and kidney diseases,High fasting plasma glucose,10189341
DALYs,Global,Female,Cancer,Tobacco,10204130
DALYs,World Bank Upper Middle Income,Male,Chronic respiratory diseases,Tobacco,10243426
DALYs,World Bank Lower Middle Income,Both,Cancer,Tobacco,10259889
DALYs,Global,Both,Diabetes and kidney diseases,Tobacco,10303597
DALYs,Global,Both,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",10328940
DALYs,Global,Both,Musculoskeletal disorders,Tobacco,10390277
DALYs,South Asia,Female,Respiratory infections and tuberculosis,Child and maternal malnutrition,10390302
DALYs,Western Sub-Saharan Africa,Both,Nutritional deficiencies,Child and maternal malnutrition,10422440
DALYs,Eastern Sub-Saharan Africa,Both,HIV/AIDS,Unsafe sex,10459132
DALYs,World Bank Upper Middle Income,Both,Substance use disorders,Drug use,10547277
DALYs,World Bank High Income,Male,Cancer,Tobacco,10595693
DALYs,Western Sub-Saharan Africa,Male,Enteric infections,"Unsafe water, sanitation, and handwashing",10615903
DALYs,World Bank Upper Middle Income,Both,Diabetes and kidney diseases,Dietary risks,10647041
DALYs,World Bank Lower Middle Income,Male,Chronic respiratory diseases,Tobacco,10655886
DALYs,World Bank Low Income,Both,HIV/AIDS,Unsafe sex,10716423
DALYs,Western Sub-Saharan Africa,Both,HIV/AIDS,Unsafe sex,10748088
DALYs,World Bank High Income,Both,Cardiovascular diseases,High fasting plasma glucose,10775961
DALYs,East Asia,Both,Chronic respiratory diseases,Tobacco,10804040
